Row,Author,Location,Country,Mult.country,Habitat.type,Moment,Species.English,Species.scientific,Host.taxonomic.class,Sampling.method,Hosts.studied,Host.infested,Infestation.prevalence,Total.ticks,Mean.abundance,Stages,Larvae.on.hosts,Mean.larval.abundance,Hosts.infested.with.larvae,Nymphs.on.hosts,Mean.nymphal.abundance,Host.infested.with.nymphs,Adults.on.hosts,Mean.adult.abundance,Host.infested.with.adults,Any.SD..SE.or.CI.given,Note.on.confidence,Same.animals.AF.AH,Same.ref.AH.AF,Same.animals.BH.BF,Same.ref.BH.BF,Multiple.species,Notes,Birds,Additional.data.email,Data.collection,Double.ext
0525,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Brambling,Fringilla montifringilla,Bird,Scientific capturing,48,1,0.02,3,0.06,Yes,2,0.04,NA,1,0.02,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0526,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,European crested tit,Lophophanes cristatus,Bird,Scientific capturing,52,1,0.02,1,0.02,Yes,0,0.00,NA,1,0.02,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0527,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Bluethroat,Luscinia svecica,Bird,Scientific capturing,1,1,1.00,1,1.00,Yes,1,1.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0528,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Western yellow wagtail,Motacilla flava,Bird,Scientific capturing,3,1,0.33,1,0.33,Yes,0,0.00,NA,1,0.33,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0529,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Northern wheatear,Oenanthe oenanthe,Bird,Scientific capturing,99,1,0.01,1,0.01,Yes,0,0.00,NA,1,0.01,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0530,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Great tit,Parus major,Bird,Scientific capturing,147,1,0.01,1,0.01,Yes,1,0.01,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0531,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,65,1,0.02,1,0.02,Yes,0,0.00,NA,1,0.02,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0532,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Willow warbler,Phylloscopus trochilus,Bird,Scientific capturing,440,24,0.05,44,0.10,Yes,21,0.05,NA,23,0.05,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0533,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Dunnock,Prunella modularis,Bird,Scientific capturing,32,5,0.16,23,0.72,Yes,3,0.09,NA,20,0.63,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0534,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Common starling,Sturnus vulgaris,Bird,Scientific capturing,16,1,0.06,1,0.06,Yes,1,0.06,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0535,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,178,7,0.04,16,0.09,Yes,10,0.06,NA,6,0.03,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0536,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Garden warbler,Sylvia borin,Bird,Scientific capturing,17,1,0.06,1,0.06,Yes,0,0.00,NA,1,0.06,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0537,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Whitethroat,Sylvia communis,Bird,Scientific capturing,121,20,0.17,54,0.45,Yes,32,0.26,NA,22,0.18,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0538,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Lesser whitethroat,Sylvia curruca,Bird,Scientific capturing,32,3,0.09,4,0.13,Yes,3,0.09,NA,1,0.03,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0539,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Eurasian wren,Troglodytes troglodytes,Bird,Scientific capturing,150,4,0.03,6,0.04,Yes,5,0.03,NA,1,0.01,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0540,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Redwing thrush,Turdus iliacus,Bird,Scientific capturing,68,3,0.04,24,0.35,Yes,5,0.07,NA,19,0.28,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0541,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Common blackbird,Turdus merula,Bird,Scientific capturing,238,22,0.09,127,0.53,Yes,26,0.11,NA,101,0.42,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0542,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Song thrush,Turdus philomelos,Bird,Scientific capturing,65,5,0.08,31,0.48,Yes,12,0.18,NA,19,0.29,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0543,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Fieldfare,Turdus pilaris,Bird,Scientific capturing,77,5,0.06,11,0.14,Yes,0,0.00,NA,11,0.14,NA,0,0.00,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0544,"Kjelland et al., 2010","Lista Bird Observatory, Southern Norway (58°06’N; 06°34’E)",Norway,No,NA,April - June and July - November 2008,Other bird species (unspecified),NA,Bird,Scientific capturing,2385,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,Yes,,Migratory birds,,F,Yes
0545,"Krawczyk et al., 2020","Planken Wambuis (52°01′45′′N, 5°48′49′′E) and Noord Ginkel (52°02′23′′N, 5°45′09′′E)",The Netherlands,No,Forest dominated by Scots Pine,"March, June, September and December; from September 2012 - December 2014",Wood mouse,Apodemus sylvaticus,Mammal,Scientific capturing,324,NA,NA,NA,NA,No,4732,14.60,284,NA,NA,NA,NA,NA,NA,No,NA,,,BH,"Krawczyk et al., 2020",No,,No birds,Yes,L,No
0546,"Krawczyk et al., 2020","Planken Wambuis (52°01′45′′N, 5°48′49′′E) and Noord Ginkel (52°02′23′′N, 5°45′09′′E)",The Netherlands,No,Forest dominated by Scots Pine,"March, June, September and December; from September 2012 - December 2014",Bank vole ,Myodes glareolus,Mammal,Scientific capturing,203,NA,NA,NA,NA,No,1426,7.02,137,NA,NA,NA,NA,NA,NA,No,NA,,,BH,"Krawczyk et al., 2020",No,,No birds,Yes,L,No
0547,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian sparrowhawk,Accipiter nisus,Bird,Scientific capturing,5,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0548,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian reed warbler,Acrocephalus scirpaceus,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0549,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Long-tailed bushtit,Aegithalos caudatus,Bird,Scientific capturing,8,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0550,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Meadow pipit,Anthus pratensis,Bird,Scientific capturing,21,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0551,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Water pipit,Anthus spinoletta,Bird,Scientific capturing,59,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0552,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Lesser redpol,Carduelis cabaret,Bird,Scientific capturing,4,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0553,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common linnet,Carduelis cannabina,Bird,Scientific capturing,9,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0554,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian goldfinch,Carduelis carduelis,Bird,Scientific capturing,57,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0555,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",European greenfinch,Carduelis chloris,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0556,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Citril finch,Carduelis citrinella,Bird,Scientific capturing,32,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0557,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common redpoll,Carduelis flammea,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0558,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian siskin,Carduelis spinus,Bird,Scientific capturing,442,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0559,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Short-toed treecreeper,Certhia brachydactyla,Bird,Scientific capturing,4,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0560,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian treecreeper,Certhia familiaris,Bird,Scientific capturing,5,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0561,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common quail,Coturnix cortunix,Bird,Scientific capturing,35,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0562,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Blue tit,Cyanistes caeruleus,Bird,Scientific capturing,12,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0563,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Northern house martin,Delichon urbicum,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0564,"Lommano et al., 2014","Bois de l'Hopital (Canton of Neuchâtel, 47◦01.00'N, 6◦56.00'E) and Agiez (Canton of Vaud, 46◦43.23'N,6◦29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Great spotted woodpecker,Dendrocopos major,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0565,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Great spotted woodpecker,Dendrocopos major,Bird,Scientific capturing,6,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0566,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Rock bunting,Emberiza cia,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0567,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Yellowhammer,Emberiza citrinella,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0568,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Ortolan bunting,Emberiza hortulana,Bird,Scientific capturing,20,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0569,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Europaen pied flycatcher,Ficedula hypoleuca,Bird,Scientific capturing,35,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0570,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian jay,Garrulus glandarius,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0571,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian pygmy owl,Glaucidium passerinum,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0572,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian wryneck,Jynx torquilla,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0573,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Red-backed shrike,Lanius collurio,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0574,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common grasshopperwarbler,Locustella naevia,Bird,Scientific capturing,27,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0575,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",European crested tit,Lophophanes cristatus,Bird,Scientific capturing,4,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0576,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Red crossbill,Loxia curvirostra,Bird,Scientific capturing,27,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0577,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common nightingale,Luscinia megarhynchos,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0578,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",White wagtail,Motacilla alba,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0579,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Grey wagtail,Motacilla cinerea,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0580,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Western yellow wagtail,Motacilla flava,Bird,Scientific capturing,11,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0581,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Spotted flycatcher,Muscicapa striata,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0582,"Lommano et al., 2014","Bois de l'Hopital (Canton of Neuchâtel, 47◦01.00'N, 6◦56.00'E) and Agiez (Canton of Vaud, 46◦43.23'N,6◦29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Coal tit,Periparus ater,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0583,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Coal tit,Periparus ater,Bird,Scientific capturing,150,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0584,"Lommano et al., 2014","Bois de l'Hopital (Canton of Neuchâtel, 47◦01.00'N, 6◦56.00'E) and Agiez (Canton of Vaud, 46◦43.23'N,6◦29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0585,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,18,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0586,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Willow tit,Poecile montanus,Bird,Scientific capturing,5,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0587,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Marsh tit,Poecile palustris,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0588,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian bullfinch,Pyrrhula pyrrhula,Bird,Scientific capturing,30,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0589,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common firecrest,Regulus ignicapilla,Bird,Scientific capturing,12,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0590,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Goldcrest,Regulus regulus,Bird,Scientific capturing,51,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0591,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Whinchat,Saxicola rubetra,Bird,Scientific capturing,37,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0592,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian woodcock,Scolopax rusticola,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0593,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian nuthatch,Sitta europaea,Bird,Scientific capturing,22,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0594,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Tawny owl,Strix aluco,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0595,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common starling,Sturnus vulgaris,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0596,"Lommano et al., 2014","Bois de l'Hopital (Canton of Neuchâtel, 47◦01.00'N, 6◦56.00'E) and Agiez (Canton of Vaud, 46◦43.23'N,6◦29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,1,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0597,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,22,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0598,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Garden warbler,Sylvia borin,Bird,Scientific capturing,13,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
0599,"Lommano et al., 2014","Col de Jaman (VD) (46◦26.95'N,6◦58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Fieldfare,Turdus pilaris,Bird,Scientific capturing,7,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,,,No,,Migratory birds,,F,Yes
